ID,LTPC,Date,VV,VH,RVI
464,5,20240115t001333,157.0,58.0,1.0790697674418606
467,5,20240115t001333,234.0,78.0,1.0
475,5,20240115t001333,116.0,52.0,1.2380952380952381
478,5,20240115t001333,106.0,87.0,1.8031088082901554
497,5,20240115t001333,162.0,88.0,1.408
498,5,20240115t001333,79.0,54.0,1.6240601503759398
504,6,20240115t001333,128.0,40.0,0.9523809523809523
506,6,20240115t001333,179.0,56.0,0.9531914893617022
513,6,20240115t001333,128.0,80.0,1.5384615384615385
522,6,20240115t001333,104.0,45.0,1.2080536912751678
525,6,20240115t001333,108.0,52.0,1.3
535,6,20240115t001333,198.0,84.0,1.1914893617021276
556,6,20240115t001333,151.0,36.0,0.7700534759358288
557,6,20240115t001333,71.0,43.0,1.5087719298245614
571,6,20240115t001333,151.0,60.0,1.1374407582938388
572,6,20240115t001333,152.0,58.0,1.1047619047619048
581,6,20240115t001333,207.0,72.0,1.032258064516129
587,6,20240115t001333,199.0,97.0,1.3108108108108107
592,6,20240115t001333,174.0,54.0,0.9473684210526315
600,7,20240115t001333,167.0,56.0,1.0044843049327354
601,7,20240115t001333,177.0,74.0,1.1792828685258965
604,7,20240115t001333,174.0,86.0,1.323076923076923
605,7,20240115t001333,181.0,91.0,1.338235294117647
608,7,20240115t001333,84.0,63.0,1.7142857142857142
613,7,20240115t001333,136.0,58.0,1.1958762886597938
618,7,20240115t001333,126.0,56.0,1.2307692307692308
619,7,20240115t001333,249.0,50.0,0.6688963210702341
633,7,20240115t001333,144.0,32.0,0.7272727272727273
640,7,20240115t001333,100.0,68.0,1.619047619047619
654,7,20240115t001333,104.0,56.0,1.4
656,7,20240115t001333,198.0,72.0,1.0666666666666667
665,7,20240115t001333,89.0,31.0,1.0333333333333334
668,7,20240115t001333,172.0,60.0,1.0344827586206897
669,7,20240115t001333,88.0,48.0,1.411764705882353
675,7,20240115t001333,140.0,59.0,1.185929648241206
678,7,20240115t001333,235.0,85.0,1.0625
684,7,20240115t001333,167.0,89.0,1.390625
694,7,20240115t001333,180.0,68.0,1.096774193548387
695,7,20240115t001333,131.0,56.0,1.1978609625668448
705,8,20240115t001333,109.0,29.0,0.8405797101449275
714,8,20240115t001333,196.0,100.0,1.3513513513513513
725,8,20240115t001333,181.0,47.0,0.8245614035087719
786,8,20240115t001333,191.0,52.0,0.8559670781893004
788,8,20240115t001333,151.0,110.0,1.685823754789272
801,9,20240115t001333,169.0,46.0,0.8558139534883721
802,9,20240115t001333,70.0,52.0,1.7049180327868851
813,9,20240115t001333,172.0,40.0,0.7547169811320755
827,9,20240115t001333,204.0,65.0,0.966542750929368
830,9,20240115t001333,112.0,48.0,1.2
836,9,20240115t001333,131.0,75.0,1.4563106796116505
851,9,20240115t001333,36.0,25.0,1.639344262295082
878,9,20240115t001333,31.0,25.0,1.7857142857142858
881,9,20240115t001333,168.0,75.0,1.2345679012345678
891,9,20240115t001333,219.0,79.0,1.0604026845637584
892,9,20240115t001333,106.0,30.0,0.8823529411764706
895,9,20240115t001333,104.0,33.0,0.9635036496350365
899,9,20240115t001333,231.0,104.0,1.2417910447761193
3,1,20240116t235632,170.0,98.0,1.462686567164179
15,1,20240116t235632,264.0,74.0,0.8757396449704142
31,1,20240116t235632,220.0,126.0,1.4566473988439306
60,1,20240116t235632,181.0,119.0,1.5866666666666667
77,1,20240116t235632,122.0,65.0,1.3903743315508021
89,1,20240116t235632,337.0,126.0,1.0885529157667386
107,2,20240116t235632,0.0,0.0,
153,2,20240116t235632,131.0,113.0,1.8524590163934427
171,2,20240116t235632,166.0,58.0,1.0357142857142858
188,2,20240116t235632,193.0,134.0,1.6391437308868502
203,3,20240116t235632,181.0,91.0,1.338235294117647
213,3,20240116t235632,108.0,84.0,1.75
219,3,20240116t235632,210.0,144.0,1.6271186440677967
223,3,20240116t235632,225.0,66.0,0.9072164948453608
231,3,20240116t235632,145.0,87.0,1.5
232,3,20240116t235632,116.0,97.0,1.8215962441314555
242,3,20240116t235632,120.0,57.0,1.2881355932203389
243,3,20240116t235632,226.0,87.0,1.1118210862619808
247,3,20240116t235632,195.0,83.0,1.1942446043165467
248,3,20240116t235632,92.0,95.0,2.0320855614973263
255,3,20240116t235632,162.0,57.0,1.0410958904109588
265,3,20240116t235632,143.0,98.0,1.6265560165975104
273,3,20240116t235632,175.0,63.0,1.0588235294117647
275,3,20240116t235632,215.0,54.0,0.8029739776951673
280,3,20240116t235632,423.0,82.0,0.6495049504950495
287,3,20240116t235632,172.0,70.0,1.1570247933884297
289,3,20240116t235632,184.0,113.0,1.5218855218855218
298,3,20240116t235632,132.0,90.0,1.6216216216216217
314,4,20240116t235632,252.0,70.0,0.8695652173913043
391,4,20240116t235632,113.0,39.0,1.0263157894736843
400,5,20240116t235632,285.0,114.0,1.1428571428571428
403,5,20240116t235632,132.0,110.0,1.8181818181818181
410,5,20240116t235632,73.0,55.0,1.71875
416,5,20240116t235632,157.0,84.0,1.3941908713692945
417,5,20240116t235632,149.0,99.0,1.596774193548387
421,5,20240116t235632,78.0,32.0,1.1636363636363636
424,5,20240116t235632,168.0,67.0,1.1404255319148937
434,5,20240116t235632,261.0,48.0,0.6213592233009708
447,5,20240116t235632,91.0,74.0,1.793939393939394
451,5,20240116t235632,202.0,78.0,1.1142857142857143
461,5,20240116t235632,167.0,77.0,1.2622950819672132
484,5,20240116t235632,214.0,123.0,1.459940652818991
487,5,20240116t235632,211.0,92.0,1.2145214521452146
539,6,20240116t235632,260.0,113.0,1.2117962466487935
561,6,20240116t235632,162.0,88.0,1.408
568,6,20240116t235632,198.0,85.0,1.2014134275618376
577,6,20240116t235632,269.0,88.0,0.9859943977591037
590,6,20240116t235632,205.0,93.0,1.2483221476510067
621,7,20240116t235632,137.0,109.0,1.7723577235772359
624,7,20240116t235632,137.0,53.0,1.1157894736842104
631,7,20240116t235632,185.0,77.0,1.1755725190839694
661,7,20240116t235632,186.0,99.0,1.3894736842105264
679,7,20240116t235632,146.0,106.0,1.6825396825396826
683,7,20240116t235632,230.0,99.0,1.203647416413374
690,7,20240116t235632,130.0,60.0,1.263157894736842
733,8,20240116t235632,161.0,77.0,1.2941176470588236
745,8,20240116t235632,54.0,100.0,2.5974025974025974
770,8,20240116t235632,110.0,106.0,1.962962962962963
793,8,20240116t235632,156.0,61.0,1.1244239631336406
799,8,20240116t235632,137.0,145.0,2.0567375886524824
804,9,20240116t235632,224.0,116.0,1.3647058823529412
821,9,20240116t235632,191.0,49.0,0.8166666666666667
833,9,20240116t235632,259.0,88.0,1.0144092219020173
841,9,20240116t235632,0.0,0.0,
859,9,20240116t235632,145.0,35.0,0.7777777777777778
872,9,20240116t235632,139.0,76.0,1.413953488372093
877,9,20240116t235632,130.0,75.0,1.4634146341463414
1,1,20240122t000441,89.0,30.0,1.0084033613445378
2,1,20240122t000441,173.0,98.0,1.4464944649446494
3,1,20240122t000441,167.0,102.0,1.516728624535316
4,1,20240122t000441,239.0,93.0,1.1204819277108433
5,1,20240122t000441,145.0,59.0,1.1568627450980393
15,1,20240122t000441,96.0,36.0,1.0909090909090908
22,1,20240122t000441,186.0,104.0,1.4344827586206896
25,1,20240122t000441,120.0,71.0,1.486910994764398
27,1,20240122t000441,184.0,93.0,1.3429602888086642
31,1,20240122t000441,130.0,118.0,1.903225806451613
32,1,20240122t000441,54.0,35.0,1.5730337078651686
34,1,20240122t000441,113.0,59.0,1.372093023255814
36,1,20240122t000441,107.0,48.0,1.238709677419355
37,1,20240122t000441,158.0,51.0,0.9760765550239234
38,1,20240122t000441,135.0,65.0,1.3
39,1,20240122t000441,146.0,62.0,1.1923076923076923
42,1,20240122t000441,165.0,79.0,1.2950819672131149
43,1,20240122t000441,104.0,31.0,0.9185185185185185
46,1,20240122t000441,163.0,64.0,1.1277533039647578
49,1,20240122t000441,110.0,64.0,1.471264367816092
50,1,20240122t000441,142.0,46.0,0.9787234042553191
51,1,20240122t000441,237.0,87.0,1.0740740740740742
52,1,20240122t000441,201.0,84.0,1.1789473684210525
58,1,20240122t000441,140.0,137.0,1.9783393501805053
59,1,20240122t000441,218.0,92.0,1.1870967741935483
60,1,20240122t000441,135.0,63.0,1.2727272727272727
62,1,20240122t000441,228.0,47.0,0.6836363636363636
64,1,20240122t000441,99.0,56.0,1.4451612903225806
65,1,20240122t000441,142.0,66.0,1.2692307692307692
67,1,20240122t000441,97.0,122.0,2.228310502283105
70,1,20240122t000441,98.0,60.0,1.518987341772152
71,1,20240122t000441,129.0,112.0,1.8589211618257262
72,1,20240122t000441,148.0,66.0,1.233644859813084
74,1,20240122t000441,175.0,127.0,1.6821192052980132
77,1,20240122t000441,209.0,92.0,1.2225913621262459
78,1,20240122t000441,181.0,81.0,1.2366412213740459
81,1,20240122t000441,116.0,44.0,1.1
82,1,20240122t000441,151.0,103.0,1.6220472440944882
87,1,20240122t000441,132.0,102.0,1.7435897435897436
88,1,20240122t000441,150.0,66.0,1.2222222222222223
89,1,20240122t000441,144.0,23.0,0.5508982035928144
90,1,20240122t000441,154.0,114.0,1.7014925373134329
92,1,20240122t000441,147.0,117.0,1.7727272727272727
93,1,20240122t000441,187.0,35.0,0.6306306306306306
94,1,20240122t000441,199.0,53.0,0.8412698412698413
96,1,20240122t000441,191.0,116.0,1.511400651465798
97,1,20240122t000441,186.0,90.0,1.3043478260869565
98,1,20240122t000441,204.0,122.0,1.4969325153374233
107,2,20240122t000441,72.0,49.0,1.6198347107438016
121,2,20240122t000441,178.0,129.0,1.6807817589576548
141,2,20240122t000441,145.0,71.0,1.3148148148148149
153,2,20240122t000441,67.0,36.0,1.3980582524271845
171,2,20240122t000441,160.0,46.0,0.8932038834951457
188,2,20240122t000441,194.0,85.0,1.2186379928315412
201,3,20240122t000441,183.0,57.0,0.95
203,3,20240122t000441,183.0,70.0,1.1067193675889329
207,3,20240122t000441,137.0,82.0,1.4977168949771689
209,3,20240122t000441,140.0,108.0,1.7419354838709677
210,3,20240122t000441,61.0,42.0,1.6310679611650485
213,3,20240122t000441,111.0,56.0,1.341317365269461
214,3,20240122t000441,183.0,107.0,1.4758620689655173
215,3,20240122t000441,196.0,133.0,1.6170212765957446
216,3,20240122t000441,182.0,89.0,1.3136531365313653
217,3,20240122t000441,182.0,107.0,1.480968858131488
218,3,20240122t000441,211.0,88.0,1.1772575250836121
219,3,20240122t000441,213.0,61.0,0.8905109489051095
223,3,20240122t000441,158.0,55.0,1.0328638497652582
225,3,20240122t000441,148.0,88.0,1.4915254237288136
226,3,20240122t000441,164.0,85.0,1.3654618473895583
228,3,20240122t000441,171.0,105.0,1.5217391304347827
229,3,20240122t000441,226.0,110.0,1.3095238095238095
230,3,20240122t000441,170.0,72.0,1.1900826446280992
231,3,20240122t000441,168.0,61.0,1.0655021834061136
232,3,20240122t000441,75.0,45.0,1.5
233,3,20240122t000441,216.0,89.0,1.1672131147540983
234,3,20240122t000441,113.0,42.0,1.0838709677419356
235,3,20240122t000441,296.0,114.0,1.1121951219512196
239,3,20240122t000441,207.0,66.0,0.967032967032967
240,3,20240122t000441,225.0,100.0,1.2307692307692308
242,3,20240122t000441,122.0,32.0,0.8311688311688312
243,3,20240122t000441,60.0,27.0,1.2413793103448276
245,3,20240122t000441,70.0,52.0,1.7049180327868851
246,3,20240122t000441,155.0,45.0,0.9
247,3,20240122t000441,129.0,38.0,0.9101796407185628
248,3,20240122t000441,49.0,27.0,1.4210526315789473
249,3,20240122t000441,144.0,68.0,1.2830188679245282
250,3,20240122t000441,429.0,195.0,1.25
251,3,20240122t000441,184.0,70.0,1.1023622047244095
252,3,20240122t000441,175.0,156.0,1.8851963746223566
253,3,20240122t000441,95.0,79.0,1.8160919540229885
254,3,20240122t000441,102.0,56.0,1.4177215189873418
255,3,20240122t000441,69.0,35.0,1.3461538461538463
257,3,20240122t000441,114.0,68.0,1.4945054945054945
258,3,20240122t000441,165.0,66.0,1.1428571428571428
262,3,20240122t000441,225.0,89.0,1.1337579617834395
263,3,20240122t000441,119.0,83.0,1.6435643564356435
264,3,20240122t000441,123.0,61.0,1.326086956521739
265,3,20240122t000441,160.0,70.0,1.2173913043478262
266,3,20240122t000441,185.0,120.0,1.5737704918032787
267,3,20240122t000441,302.0,76.0,0.8042328042328042
268,3,20240122t000441,138.0,55.0,1.1398963730569949
269,3,20240122t000441,170.0,88.0,1.3643410852713178
270,3,20240122t000441,48.0,44.0,1.9130434782608696
273,3,20240122t000441,92.0,72.0,1.7560975609756098
275,3,20240122t000441,49.0,19.0,1.1176470588235294
276,3,20240122t000441,160.0,100.0,1.5384615384615385
277,3,20240122t000441,174.0,98.0,1.4411764705882353
278,3,20240122t000441,122.0,65.0,1.3903743315508021
280,3,20240122t000441,97.0,44.0,1.24822695035461
282,3,20240122t000441,265.0,79.0,0.9186046511627907
283,3,20240122t000441,286.0,125.0,1.2165450121654502
289,3,20240122t000441,216.0,107.0,1.325077399380805
290,3,20240122t000441,189.0,131.0,1.6375
295,3,20240122t000441,183.0,124.0,1.6156351791530945
296,3,20240122t000441,213.0,111.0,1.3703703703703705
297,3,20240122t000441,317.0,126.0,1.1376975169300225
298,3,20240122t000441,89.0,73.0,1.8024691358024691
299,3,20240122t000441,298.0,75.0,0.8042895442359249
304,4,20240122t000441,178.0,58.0,0.9830508474576272
314,4,20240122t000441,139.0,32.0,0.7485380116959064
323,4,20240122t000441,88.0,79.0,1.8922155688622755
337,4,20240122t000441,129.0,56.0,1.2108108108108109
345,4,20240122t000441,175.0,92.0,1.3782771535580525
357,4,20240122t000441,110.0,57.0,1.3652694610778444
367,4,20240122t000441,121.0,57.0,1.2808988764044944
373,4,20240122t000441,127.0,49.0,1.1136363636363635
376,4,20240122t000441,161.0,90.0,1.4342629482071714
391,4,20240122t000441,144.0,117.0,1.793103448275862
397,4,20240122t000441,79.0,72.0,1.9072847682119205
400,5,20240122t000441,191.0,98.0,1.356401384083045
401,5,20240122t000441,179.0,129.0,1.6753246753246753
403,5,20240122t000441,140.0,76.0,1.4074074074074074
404,5,20240122t000441,183.0,53.0,0.8983050847457628
406,5,20240122t000441,108.0,49.0,1.2484076433121019
408,5,20240122t000441,117.0,66.0,1.4426229508196722
410,5,20240122t000441,159.0,65.0,1.1607142857142858
411,5,20240122t000441,156.0,50.0,0.970873786407767
412,5,20240122t000441,171.0,62.0,1.0643776824034334
413,5,20240122t000441,178.0,90.0,1.3432835820895523
414,5,20240122t000441,90.0,65.0,1.6774193548387097
415,5,20240122t000441,164.0,112.0,1.6231884057971016
416,5,20240122t000441,177.0,39.0,0.7222222222222222
417,5,20240122t000441,191.0,81.0,1.1911764705882353
421,5,20240122t000441,113.0,64.0,1.4463276836158192
422,5,20240122t000441,267.0,171.0,1.5616438356164384
424,5,20240122t000441,146.0,47.0,0.9740932642487047
430,5,20240122t000441,96.0,36.0,1.0909090909090908
431,5,20240122t000441,127.0,95.0,1.7117117117117118
434,5,20240122t000441,95.0,44.0,1.2661870503597121
437,5,20240122t000441,70.0,40.0,1.4545454545454546
441,5,20240122t000441,236.0,106.0,1.239766081871345
445,5,20240122t000441,144.0,55.0,1.1055276381909547
447,5,20240122t000441,222.0,113.0,1.3492537313432835
449,5,20240122t000441,273.0,127.0,1.27
451,5,20240122t000441,186.0,137.0,1.696594427244582
458,5,20240122t000441,86.0,53.0,1.525179856115108
461,5,20240122t000441,123.0,58.0,1.281767955801105
462,5,20240122t000441,107.0,57.0,1.3902439024390243
466,5,20240122t000441,168.0,41.0,0.784688995215311
468,5,20240122t000441,138.0,65.0,1.2807881773399015
469,5,20240122t000441,155.0,54.0,1.0334928229665072
470,5,20240122t000441,82.0,44.0,1.3968253968253967
473,5,20240122t000441,152.0,107.0,1.6525096525096525
480,5,20240122t000441,235.0,92.0,1.1253822629969419
482,5,20240122t000441,136.0,68.0,1.3333333333333333
483,5,20240122t000441,91.0,51.0,1.4366197183098592
484,5,20240122t000441,65.0,52.0,1.7777777777777777
486,5,20240122t000441,181.0,83.0,1.2575757575757576
487,5,20240122t000441,77.0,40.0,1.3675213675213675
488,5,20240122t000441,162.0,142.0,1.868421052631579
489,5,20240122t000441,267.0,73.0,0.8588235294117647
491,5,20240122t000441,80.0,43.0,1.3983739837398375
493,5,20240122t000441,108.0,41.0,1.1006711409395973
495,5,20240122t000441,160.0,103.0,1.5665399239543727
505,6,20240122t000441,190.0,75.0,1.1320754716981132
510,6,20240122t000441,113.0,61.0,1.4022988505747127
512,6,20240122t000441,125.0,110.0,1.872340425531915
515,6,20240122t000441,138.0,39.0,0.8813559322033898
516,6,20240122t000441,174.0,56.0,0.9739130434782609
517,6,20240122t000441,188.0,93.0,1.3238434163701067
520,6,20240122t000441,191.0,40.0,0.6926406926406926
534,6,20240122t000441,230.0,116.0,1.3410404624277457
539,6,20240122t000441,158.0,75.0,1.2875536480686696
544,6,20240122t000441,104.0,31.0,0.9185185185185185
553,6,20240122t000441,122.0,65.0,1.3903743315508021
558,6,20240122t000441,178.0,109.0,1.519163763066202
561,6,20240122t000441,217.0,70.0,0.975609756097561
568,6,20240122t000441,77.0,57.0,1.7014925373134329
569,6,20240122t000441,217.0,112.0,1.3617021276595744
577,6,20240122t000441,83.0,62.0,1.710344827586207
579,6,20240122t000441,201.0,101.0,1.3377483443708609
580,6,20240122t000441,240.0,74.0,0.9426751592356688
590,6,20240122t000441,107.0,76.0,1.6612021857923498
594,6,20240122t000441,217.0,100.0,1.2618296529968454
598,6,20240122t000441,140.0,67.0,1.2946859903381642
621,7,20240122t000441,213.0,46.0,0.7104247104247104
622,7,20240122t000441,174.0,63.0,1.0632911392405062
624,7,20240122t000441,136.0,58.0,1.1958762886597938
631,7,20240122t000441,173.0,67.0,1.1166666666666667
644,7,20240122t000441,173.0,96.0,1.4275092936802973
648,7,20240122t000441,278.0,106.0,1.1041666666666667
651,7,20240122t000441,121.0,46.0,1.1017964071856288
660,7,20240122t000441,115.0,43.0,1.0886075949367089
661,7,20240122t000441,128.0,29.0,0.7388535031847133
662,7,20240122t000441,147.0,165.0,2.1153846153846154
679,7,20240122t000441,379.0,127.0,1.0039525691699605
680,7,20240122t000441,128.0,49.0,1.1073446327683616
683,7,20240122t000441,144.0,36.0,0.8
690,7,20240122t000441,99.0,43.0,1.2112676056338028
700,8,20240122t000441,278.0,81.0,0.9025069637883009
702,8,20240122t000441,203.0,96.0,1.2842809364548495
706,8,20240122t000441,125.0,134.0,2.0694980694980694
707,8,20240122t000441,257.0,97.0,1.0960451977401129
708,8,20240122t000441,172.0,45.0,0.8294930875576036
709,8,20240122t000441,141.0,96.0,1.620253164556962
712,8,20240122t000441,131.0,65.0,1.3265306122448979
715,8,20240122t000441,187.0,107.0,1.4557823129251701
716,8,20240122t000441,159.0,95.0,1.4960629921259843
718,8,20240122t000441,136.0,47.0,1.0273224043715847
719,8,20240122t000441,205.0,57.0,0.8702290076335878
720,8,20240122t000441,283.0,94.0,0.9973474801061007
721,8,20240122t000441,144.0,64.0,1.2307692307692308
723,8,20240122t000441,146.0,57.0,1.1231527093596059
724,8,20240122t000441,235.0,152.0,1.5710594315245479
727,8,20240122t000441,136.0,63.0,1.2663316582914572
728,8,20240122t000441,226.0,64.0,0.8827586206896552
733,8,20240122t000441,119.0,105.0,1.875
735,8,20240122t000441,199.0,109.0,1.4155844155844155
736,8,20240122t000441,254.0,143.0,1.4408060453400504
737,8,20240122t000441,154.0,89.0,1.4650205761316872
738,8,20240122t000441,246.0,110.0,1.2359550561797752
739,8,20240122t000441,157.0,44.0,0.8756218905472637
740,8,20240122t000441,170.0,57.0,1.0044052863436124
741,8,20240122t000441,182.0,135.0,1.7034700315457414
743,8,20240122t000441,114.0,72.0,1.5483870967741935
744,8,20240122t000441,179.0,110.0,1.5224913494809689
745,8,20240122t000441,160.0,74.0,1.264957264957265
746,8,20240122t000441,185.0,122.0,1.5895765472312704
747,8,20240122t000441,157.0,131.0,1.8194444444444444
748,8,20240122t000441,115.0,48.0,1.177914110429448
749,8,20240122t000441,129.0,92.0,1.665158371040724
750,8,20240122t000441,197.0,90.0,1.254355400696864
752,8,20240122t000441,150.0,106.0,1.65625
753,8,20240122t000441,144.0,104.0,1.6774193548387097
755,8,20240122t000441,142.0,54.0,1.1020408163265305
758,8,20240122t000441,152.0,91.0,1.4979423868312758
759,8,20240122t000441,107.0,54.0,1.3416149068322982
760,8,20240122t000441,498.0,187.0,1.091970802919708
761,8,20240122t000441,219.0,114.0,1.3693693693693694
762,8,20240122t000441,159.0,47.0,0.912621359223301
764,8,20240122t000441,121.0,87.0,1.6730769230769231
765,8,20240122t000441,135.0,60.0,1.2307692307692308
768,8,20240122t000441,184.0,91.0,1.3236363636363637
770,8,20240122t000441,129.0,72.0,1.4328358208955223
771,8,20240122t000441,318.0,143.0,1.2407809110629067
772,8,20240122t000441,91.0,45.0,1.3235294117647058
774,8,20240122t000441,104.0,77.0,1.701657458563536
776,8,20240122t000441,183.0,104.0,1.4494773519163764
777,8,20240122t000441,210.0,82.0,1.1232876712328768
779,8,20240122t000441,160.0,145.0,1.901639344262295
780,8,20240122t000441,214.0,123.0,1.459940652818991
782,8,20240122t000441,251.0,105.0,1.1797752808988764
783,8,20240122t000441,165.0,54.0,0.9863013698630136
792,8,20240122t000441,136.0,88.0,1.5714285714285714
793,8,20240122t000441,79.0,59.0,1.710144927536232
794,8,20240122t000441,132.0,71.0,1.3990147783251232
795,8,20240122t000441,136.0,68.0,1.3333333333333333
796,8,20240122t000441,215.0,123.0,1.455621301775148
799,8,20240122t000441,155.0,72.0,1.2687224669603525
804,9,20240122t000441,172.0,107.0,1.5340501792114696
807,9,20240122t000441,228.0,101.0,1.2279635258358663
821,9,20240122t000441,74.0,46.0,1.5333333333333334
833,9,20240122t000441,91.0,36.0,1.1338582677165354
841,9,20240122t000441,119.0,42.0,1.0434782608695652
842,9,20240122t000441,226.0,130.0,1.4606741573033708
859,9,20240122t000441,76.0,30.0,1.1320754716981132
861,9,20240122t000441,91.0,71.0,1.7530864197530864
866,9,20240122t000441,199.0,132.0,1.595166163141994
867,9,20240122t000441,141.0,35.0,0.7954545454545454
877,9,20240122t000441,147.0,113.0,1.7384615384615385
0,1,20240122t000506,137.0,47.0,1.0217391304347827
6,1,20240122t000506,97.0,49.0,1.3424657534246576
7,1,20240122t000506,120.0,45.0,1.0909090909090908
9,1,20240122t000506,199.0,111.0,1.4322580645161291
11,1,20240122t000506,180.0,67.0,1.0850202429149798
12,1,20240122t000506,242.0,95.0,1.1275964391691395
13,1,20240122t000506,150.0,80.0,1.391304347826087
14,1,20240122t000506,65.0,41.0,1.5471698113207548
16,1,20240122t000506,223.0,115.0,1.3609467455621302
17,1,20240122t000506,76.0,42.0,1.423728813559322
18,1,20240122t000506,192.0,120.0,1.5384615384615385
19,1,20240122t000506,242.0,81.0,1.0030959752321982
20,1,20240122t000506,114.0,45.0,1.1320754716981132
23,1,20240122t000506,153.0,118.0,1.7416974169741697
24,1,20240122t000506,187.0,49.0,0.8305084745762712
26,1,20240122t000506,195.0,117.0,1.5
28,1,20240122t000506,121.0,74.0,1.5179487179487179
30,1,20240122t000506,191.0,113.0,1.486842105263158
35,1,20240122t000506,236.0,104.0,1.223529411764706
40,1,20240122t000506,144.0,68.0,1.2830188679245282
41,1,20240122t000506,114.0,56.0,1.3176470588235294
44,1,20240122t000506,85.0,52.0,1.5182481751824817
45,1,20240122t000506,205.0,69.0,1.0072992700729928
47,1,20240122t000506,155.0,42.0,0.8527918781725888
48,1,20240122t000506,83.0,69.0,1.8157894736842106
56,1,20240122t000506,218.0,107.0,1.3169230769230769
57,1,20240122t000506,300.0,126.0,1.1830985915492958
63,1,20240122t000506,130.0,138.0,2.0597014925373136
68,1,20240122t000506,231.0,75.0,0.9803921568627451
69,1,20240122t000506,124.0,53.0,1.1977401129943503
73,1,20240122t000506,170.0,87.0,1.3540856031128405
75,1,20240122t000506,193.0,68.0,1.0421455938697317
80,1,20240122t000506,272.0,139.0,1.3527980535279804
83,1,20240122t000506,151.0,83.0,1.4188034188034189
84,1,20240122t000506,103.0,48.0,1.271523178807947
85,1,20240122t000506,202.0,111.0,1.4185303514376997
99,1,20240122t000506,139.0,95.0,1.623931623931624
100,2,20240122t000506,108.0,54.0,1.3333333333333333
101,2,20240122t000506,162.0,81.0,1.3333333333333333
102,2,20240122t000506,116.0,66.0,1.4505494505494505
103,2,20240122t000506,287.0,131.0,1.2535885167464116
106,2,20240122t000506,163.0,64.0,1.1277533039647578
108,2,20240122t000506,111.0,52.0,1.2760736196319018
109,2,20240122t000506,143.0,46.0,0.9735449735449735
110,2,20240122t000506,158.0,66.0,1.1785714285714286
111,2,20240122t000506,220.0,116.0,1.380952380952381
112,2,20240122t000506,183.0,78.0,1.1954022988505748
113,2,20240122t000506,130.0,64.0,1.3195876288659794
114,2,20240122t000506,0.0,0.0,
115,2,20240122t000506,186.0,56.0,0.9256198347107438
117,2,20240122t000506,102.0,58.0,1.45
118,2,20240122t000506,101.0,57.0,1.4430379746835442
119,2,20240122t000506,78.0,37.0,1.2869565217391303
120,2,20240122t000506,210.0,45.0,0.7058823529411765
122,2,20240122t000506,196.0,85.0,1.209964412811388
124,2,20240122t000506,119.0,34.0,0.8888888888888888
125,2,20240122t000506,115.0,76.0,1.5916230366492146
126,2,20240122t000506,0.0,0.0,
127,2,20240122t000506,144.0,92.0,1.5593220338983051
128,2,20240122t000506,277.0,65.0,0.7602339181286549
130,2,20240122t000506,0.0,0.0,
131,2,20240122t000506,101.0,57.0,1.4430379746835442
133,2,20240122t000506,109.0,78.0,1.6684491978609626
134,2,20240122t000506,156.0,47.0,0.9261083743842364
135,2,20240122t000506,206.0,163.0,1.7669376693766938
136,2,20240122t000506,164.0,51.0,0.9488372093023256
137,2,20240122t000506,0.0,0.0,
138,2,20240122t000506,360.0,92.0,0.8141592920353983
139,2,20240122t000506,178.0,52.0,0.9043478260869565
140,2,20240122t000506,227.0,78.0,1.022950819672131
142,2,20240122t000506,126.0,40.0,0.963855421686747
143,2,20240122t000506,179.0,66.0,1.0775510204081633
144,2,20240122t000506,154.0,84.0,1.411764705882353
146,2,20240122t000506,112.0,57.0,1.349112426035503
148,2,20240122t000506,89.0,33.0,1.0819672131147542
149,2,20240122t000506,0.0,0.0,
150,2,20240122t000506,115.0,109.0,1.9464285714285714
151,2,20240122t000506,153.0,56.0,1.0717703349282297
154,2,20240122t000506,0.0,0.0,
155,2,20240122t000506,86.0,54.0,1.542857142857143
156,2,20240122t000506,174.0,55.0,0.9606986899563319
157,2,20240122t000506,284.0,150.0,1.3824884792626728
160,2,20240122t000506,247.0,96.0,1.119533527696793
161,2,20240122t000506,188.0,39.0,0.6872246696035242
163,2,20240122t000506,181.0,83.0,1.2575757575757576
164,2,20240122t000506,240.0,49.0,0.6782006920415224
165,2,20240122t000506,270.0,115.0,1.1948051948051948
166,2,20240122t000506,106.0,86.0,1.7916666666666667
168,2,20240122t000506,173.0,54.0,0.9515418502202643
169,2,20240122t000506,109.0,109.0,2.0
170,2,20240122t000506,240.0,86.0,1.0552147239263803
172,2,20240122t000506,94.0,69.0,1.6932515337423313
173,2,20240122t000506,299.0,104.0,1.032258064516129
174,2,20240122t000506,151.0,48.0,0.964824120603015
175,2,20240122t000506,155.0,91.0,1.4796747967479675
176,2,20240122t000506,95.0,45.0,1.2857142857142858
177,2,20240122t000506,196.0,52.0,0.8387096774193549
179,2,20240122t000506,0.0,0.0,
181,2,20240122t000506,292.0,59.0,0.6723646723646723
183,2,20240122t000506,229.0,74.0,0.976897689768977
185,2,20240122t000506,0.0,0.0,
187,2,20240122t000506,167.0,47.0,0.8785046728971962
189,2,20240122t000506,196.0,99.0,1.3423728813559321
191,2,20240122t000506,174.0,83.0,1.2918287937743191
192,2,20240122t000506,163.0,57.0,1.0363636363636364
